"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y"
11168, 2.194738265100000e-01, 2.356494146950000e-02, 9.226491043144126e+05, -3.896657168090140e-01, 1.385626529458230e-04, -1.643797231285257e-04
11169, 2.183413210440000e-01, 2.489972013040000e-02, 9.280866737272816e+05, -3.777185858132918e-01, 1.409196986565179e-04, -1.667298164859458e-04
11170, 2.171928142730000e-01, 2.626373202400000e-02, 9.349506511485876e+05, -3.626374289254473e-01, 1.337698923036345e-04, -1.578074526125054e-04
11171, 2.160155910970000e-01, 2.764336828680000e-02, 9.420357976659395e+05, -3.470703313604295e-01, 1.309735086209030e-04, -1.505907574586446e-04
11172, 2.147940606120000e-01, 2.902177168080000e-02, 9.470749853435233e+05, -3.359985029891651e-01, 1.280281817084837e-04, -1.416626382898309e-04
11173, 2.135286634070000e-01, 3.039514319370000e-02, 9.501475121390858e+05, -3.292477146631209e-01, 1.278210376307419e-04, -1.367069985197117e-04
11174, 2.122275854100000e-01, 3.176666507350000e-02, 9.526707095947979e+05, -3.237038828069018e-01, 1.293274585699206e-04, -1.352835459778889e-04
11175, 2.109020274430000e-01, 3.314274707560000e-02, 9.560988952748297e+05, -3.161716601744760e-01, 1.333146332345653e-04, -1.385745567717406e-04
11176, 2.095662720950000e-01, 3.453298039920000e-02, 9.606350949719417e+05, -3.062049695652691e-01, 1.335871287276147e-04, -1.395691336155342e-04
11177, 2.082260104000000e-01, 3.593859562620000e-02, 9.660602618713975e+05, -2.942850886956920e-01, 1.270705727012036e-04, -1.323728331216783e-04
11178, 2.068686581960000e-01, 3.734315734960000e-02, 9.711937874424804e+05, -2.830059862492080e-01, 1.258475970289592e-04, -1.283399580285838e-04
11179, 2.054854668960000e-01, 3.873341449110000e-02, 9.748830838888681e+05, -2.749000652796788e-01, 1.249779068895073e-04, -1.244468892401235e-04
11180, 2.040860542040000e-01, 4.011393835730000e-02, 9.782088069665601e+05, -2.675929678896855e-01, 1.252512348282689e-04, -1.232315460745423e-04
11181, 2.026820215530000e-01, 4.149165399610000e-02, 9.819168949745224e+05, -2.594457591257944e-01, 1.252556040457997e-04, -1.228357153199648e-04
11182, 2.012785953490000e-01, 4.286715821770000e-02, 9.860524429084487e+05, -2.503593587225604e-01, 1.245904944510564e-04, -1.220908916209415e-04
11183, 1.998786995290000e-01, 4.423873423620000e-02, 9.904479016488115e+05, -2.407018964687224e-01, 1.217891378236991e-04, -1.190665845232115e-04
11184, 1.984819266950000e-01, 4.560130832850000e-02, 9.949370198029481e+05, -2.308386508583190e-01, 1.196665829106083e-04, -1.161625771279437e-04
11185, 1.970868687140000e-01, 4.694881632000000e-02, 9.990809954501704e+05, -2.217337335430061e-01, 1.179005122181474e-04, -1.130944626860569e-04
11186, 1.956932138610000e-01, 4.827634318300000e-02, 1.002624387028369e+06, -2.139483867934671e-01, 1.166254017786811e-04, -1.104647621506550e-04
11187, 1.943050473250000e-01, 4.958369031310000e-02, 1.005963880587415e+06, -2.066110336527649e-01, 1.161250928662995e-04, -1.093694456594460e-04
11188, 1.929320648440000e-01, 5.087686069320000e-02, 1.009618279784099e+06, -1.985817870172891e-01, 1.146701429277023e-04, -1.081120355701026e-04
11189, 1.915775044420000e-01, 5.215524211950000e-02, 1.013506659858825e+06, -1.900384503558825e-01, 1.109171872991065e-04, -1.044562936520183e-04
11190, 1.902392837430000e-01, 5.341278808440000e-02, 1.017398440897101e+06, -1.814876412828232e-01, 1.077775466205516e-04, -1.007404493888292e-04
11191, 1.889153076770000e-01, 5.464361661750000e-02, 1.021127234276429e+06, -1.732949398060611e-01, 1.056292310502206e-04, -9.732707746368596e-05
11192, 1.876032167210000e-01, 5.584166782440000e-02, 1.024299750683765e+06, -1.663244597575990e-01, 1.032258039959726e-04, -9.308862602759806e-05
11193, 1.863009510420000e-01, 5.700123319860000e-02, 1.026623394850185e+06, -1.612190755066941e-01, 1.015193555133444e-04, -8.922732084937244e-05
11194, 1.850101108180000e-01, 5.812079864860000e-02, 1.028350633270886e+06, -1.574240814374474e-01, 1.011574496209141e-04, -8.718121470171919e-05
11195, 1.837400972340000e-01, 5.920827130100000e-02, 1.030135191990874e+06, -1.535031463323616e-01, 1.024730247640894e-04, -8.783833619138628e-05
11196, 1.825002976060000e-01, 6.027217280000000e-02, 1.032340938255044e+06, -1.486568009231448e-01, 1.025048602875928e-04, -8.835944492337473e-05
11197, 1.812952695960000e-01, 6.131571881540000e-02, 1.034903031985942e+06, -1.430275082921551e-01, 9.949192075793718e-05, -8.617302301743990e-05
11198, 1.801212333260000e-01, 6.233275379390000e-02, 1.037472238655283e+06, -1.373825875006960e-01, 9.536057259586568e-05, -8.220867928006496e-05
11199, 1.789739530800000e-01, 6.331688512320000e-02, 1.039980571274348e+06, -1.318714158529578e-01, 9.385708311144492e-05, -7.978975797490795e-05
11200, 1.778503821120000e-01, 6.426324921050000e-02, 1.042212191372160e+06, -1.269682218673987e-01, 9.175603780662564e-05, -7.640148898861077e-05
11201, 1.767493136420000e-01, 6.516925113190000e-02, 1.043987188378603e+06, -1.230682952379012e-01, 8.982916227236142e-05, -7.291917990396400e-05
11202, 1.756701041720000e-01, 6.603309850359999e-02, 1.045234525194647e+06, -1.203277148047023e-01, 8.832480898696665e-05, -6.965895119507663e-05
11203, 1.746129165610000e-01, 6.685415916290000e-02, 1.045933163396755e+06, -1.187927050447448e-01, 8.804231495909347e-05, -6.768110132522330e-05
11204, 1.735824291350000e-01, 6.763796482020000e-02, 1.046537710103123e+06, -1.174644279882860e-01, 8.857356930410144e-05, -6.716861402134522e-05
11205, 1.725845996710000e-01, 6.839230688990000e-02, 1.047473998351660e+06, -1.154072665057048e-01, 9.113731162206537e-05, -6.914673098961043e-05
11206, 1.716241534080000e-01, 6.912372693549999e-02, 1.048833152834600e+06, -1.124210063923759e-01, 9.060538172303508e-05, -6.935513736159362e-05
11207, 1.707017356110000e-01, 6.983357111760000e-02, 1.050206164059126e+06, -1.094043010020618e-01, 8.559595278223325e-05, -6.509398600868455e-05
11208, 1.698053949850000e-01, 7.050685582760000e-02, 1.050974050215919e+06, -1.077171434122564e-01, 8.667171635039779e-05, -6.439436090010796e-05
11209, 1.688615679480000e-01, 7.120075784929999e-02, 1.051816575910148e+06, -1.058659919009961e-01, 8.737677270583597e-05, -6.425986074286298e-05
11210, 1.679178287740000e-01, 7.189503644020000e-02, 1.052923336648597e+06, -1.034342775596807e-01, 8.733884936835882e-05, -6.442442365767228e-05
11211, 1.669757740450000e-01, 7.259179043350000e-02, 1.054100269530041e+06, -1.008483848123607e-01, 8.453425029173794e-05, -6.233071132467384e-05
11091, 2.248755666130000e-01, 4.989042141340000e-02, 5.556131042515397e+05, -1.196097201162862e+00, 1.578465923339226e-05, -4.057371599360885e-05
11092, 2.252841031230000e-01, 4.883662807860000e-02, 5.595182207541169e+05, -1.187517092134841e+00, 1.671654813589314e-05, -4.324041728912040e-05
11093, 2.256905081960000e-01, 4.778242556230000e-02, 5.633781446822777e+05, -1.179036277766914e+00, 1.758586119270913e-05, -4.543578286777587e-05
11094, 2.260995923260000e-01, 4.672968603280000e-02, 5.671336385613768e+05, -1.170784911408070e+00, 1.889426154263326e-05, -4.839740769613600e-05
11095, 2.265118328490000e-01, 4.567861303740000e-02, 5.707445785534759e+05, -1.162851150967017e+00, 2.051280551364516e-05, -5.231366368024046e-05
11096, 2.269237446290000e-01, 4.462785620890000e-02, 5.742012716908171e+05, -1.155256293303942e+00, 2.200435587529330e-05, -5.618821577341658e-05
11097, 2.273347810910000e-01, 4.357721122160000e-02, 5.775436170468742e+05, -1.147912674350360e+00, 2.342234024611659e-05, -5.986942956809918e-05
11098, 2.277456613650000e-01, 4.252696937950000e-02, 5.807650874744059e+05, -1.140834635198257e+00, 2.485845202249328e-05, -6.353054636754784e-05
11099, 2.281564883540000e-01, 4.147718056300000e-02, 5.838708021150922e+05, -1.134010928348687e+00, 2.625817379079441e-05, -6.709072818500156e-05
11100, 2.285672250620000e-01, 4.042783990000000e-02, 5.868672599153382e+05, -1.127427274671003e+00, 2.759668699067716e-05, -7.049940277286576e-05
11101, 2.289778345780000e-01, 3.937894252880000e-02, 5.897642747599398e+05, -1.121062111632699e+00, 2.887702992334963e-05, -7.376536205319857e-05
11102, 2.293882800790000e-01, 3.833048360140000e-02, 5.925610744773276e+05, -1.114917135807039e+00, 3.010919007951387e-05, -7.691407525174451e-05
11103, 2.297985339700000e-01, 3.728246186530000e-02, 5.952545345676298e+05, -1.108999212174757e+00, 3.129427751287542e-05, -7.994329206582232e-05
11104, 2.302086115540000e-01, 3.623489284460000e-02, 5.978539318567812e+05, -1.103287958199788e+00, 3.245350695468831e-05, -8.290081829818969e-05
11105, 2.306185406260000e-01, 3.518779693780000e-02, 6.003648361255893e+05, -1.097771136263470e+00, 3.366982495232665e-05, -8.599639448477396e-05
11106, 2.310283489070000e-01, 3.414119449950000e-02, 6.027953194635856e+05, -1.092431010810866e+00, 3.496137165031686e-05, -8.927548677237192e-05
11107, 2.314380640340000e-01, 3.309510584140000e-02, 6.051437490096650e+05, -1.087271169475355e+00, 3.626832645390775e-05, -9.258684089361713e-05
11108, 2.318476949830000e-01, 3.204954395500000e-02, 6.074074872526710e+05, -1.082297407252621e+00, 3.756110550233795e-05, -9.587271592938760e-05
11109, 2.322571331220000e-01, 3.100447573480000e-02, 6.095903677637595e+05, -1.077501301229172e+00, 3.881127920929956e-05, -9.908464987309562e-05
11110, 2.326662242630000e-01, 2.995985021720000e-02, 6.117241436406868e+05, -1.072813085230158e+00, 3.999747079455178e-05, -1.021780370278539e-04
11111, 2.330748145330000e-01, 2.891561661870000e-02, 6.138061269415516e+05, -1.068238665054947e+00, 4.109993003978911e-05, -1.051060245060820e-04
11112, 2.334827504660000e-01, 2.787172444620000e-02, 6.158256510359144e+05, -1.063801476842275e+00, 4.210588836102737e-05, -1.078319749672461e-04
11113, 2.338899251810000e-01, 2.682814157870000e-02, 6.177909214251351e+05, -1.059483491912011e+00, 4.301043556373277e-05, -1.102724622358864e-04
11114, 2.342966520750000e-01, 2.578499983470000e-02, 6.196794800368898e+05, -1.055334053915995e+00, 4.388707796526811e-05, -1.125103249196264e-04
11115, 2.347034676830000e-01, 2.474251784890000e-02, 6.214869867546450e+05, -1.051362698721602e+00, 4.481647185398611e-05, -1.147459597098515e-04
11116, 2.351106719210000e-01, 2.370082219670000e-02, 6.232127917357290e+05, -1.047570854127713e+00, 4.581768197706447e-05, -1.172648039842889e-04
11117, 2.355173228200000e-01, 2.265955426380000e-02, 6.248825087058489e+05, -1.043902243052958e+00, 4.665862853344216e-05, -1.197581703988725e-04
11118, 2.359220761740000e-01, 2.161820014270000e-02, 6.265533130678451e+05, -1.040231242820069e+00, 4.711926261568052e-05, -1.216296311978364e-04
11119, 2.363242881490000e-01, 2.057652303820000e-02, 6.282719789025827e+05, -1.036455083969225e+00, 4.723374632419669e-05, -1.224615027628519e-04
11120, 2.367255191380000e-01, 1.953513791680000e-02, 6.300192982363648e+05, -1.032615969212796e+00, 4.748666814246791e-05, -1.230349821503848e-04
11121, 2.371277449810000e-01, 1.849481672250000e-02, 6.317009267646787e+05, -1.028921186711931e+00, 4.817341764234320e-05, -1.243403627912155e-04
11122, 2.375311781060000e-01, 1.745565231520000e-02, 6.332462131603168e+05, -1.025525967710054e+00, 4.908062782525736e-05, -1.267517628558149e-04
11123, 2.379325506540000e-01, 1.641638899390000e-02, 6.347252226914448e+05, -1.022276368620709e+00, 4.906066316693225e-05, -1.280862530993709e-04
11124, 2.383279216910000e-01, 1.537553570250000e-02, 6.362274539551837e+05, -1.018975748006785e+00, 4.793866733421508e-05, -1.280698589004743e-04
11125, 2.387129487480000e-01, 1.433152766290000e-02, 6.381107753700486e+05, -1.014837816894184e+00, 4.616658664189013e-05, -1.268136354094608e-04
11126, 2.390889954140000e-01, 1.328496473660000e-02, 6.404821117177861e+05, -1.009627645983209e+00, 4.384455608747682e-05, -1.217174779374305e-04
11043, 1.991850005480000e-01, 9.756402767010000e-02, 5.340480245135283e+05, -1.243478818389386e+00, 3.362212760137297e-04, -3.450212928137636e-04
11044, 1.999669857960000e-01, 9.673730284840000e-02, 5.065976877224513e+05, -1.303791201481642e+00, 3.421377073909326e-04, -3.734479175514594e-04
11045, 2.007222975490000e-01, 9.588604728010000e-02, 4.874142689275174e+05, -1.345939963159325e+00, 3.341465508711038e-04, -3.869684894911275e-04
11046, 2.014544424980000e-01, 9.501470876010000e-02, 4.785694272223283e+05, -1.365373367032429e+00, 3.130541072019563e-04, -3.791923869976499e-04
11047, 2.021714197550000e-01, 9.413077208740001e-02, 4.787371766064767e+05, -1.365004797233186e+00, 2.841413302277560e-04, -3.511785460553842e-04
11048, 2.028862681250000e-01, 9.324507376370000e-02, 4.811233430791940e+05, -1.359762042380313e+00, 2.719358844042784e-04, -3.347823893474982e-04
11049, 2.036066513640000e-01, 9.236384725370000e-02, 4.741305380787618e+05, -1.375126252199866e+00, 2.878014649004963e-04, -3.544073178079362e-04
11050, 2.043212833180000e-01, 9.147795320460000e-02, 4.575334085749039e+05, -1.411592560081154e+00, 3.084785368304761e-04, -3.913184732683001e-04
11051, 2.050158220870000e-01, 9.057625275340001e-02, 4.372022729231908e+05, -1.456263022649953e+00, 3.116884941662532e-04, -4.162055999160489e-04
11052, 2.056856614440000e-01, 8.965606427679999e-02, 4.203392453952165e+05, -1.493313547170040e+00, 3.058497939325106e-04, -4.316300022729351e-04
11053, 2.063317915240000e-01, 8.871909312030000e-02, 4.116806141965452e+05, -1.512337819472542e+00, 2.875650617739283e-04, -4.251455623855260e-04
11054, 2.069609433900000e-01, 8.777064587170000e-02, 4.119144787562521e+05, -1.511823985014914e+00, 2.615315710734164e-04, -3.954125802476130e-04
11055, 2.075875230890000e-01, 8.682053817270000e-02, 4.170913386036854e+05, -1.500449670859511e+00, 2.415198392606603e-04, -3.633265616347722e-04
11056, 2.082210127910000e-01, 8.587508033850000e-02, 4.177458781481206e+05, -1.499011552265431e+00, 2.465565596076184e-04, -3.688627961107664e-04
11057, 2.088523634060000e-01, 8.492826429970000e-02, 4.071012311090167e+05, -1.522399390272321e+00, 2.645523655037425e-04, -4.036086168075822e-04
11058, 2.094686375330000e-01, 8.397166853019999e-02, 3.942175400269896e+05, -1.550706733752132e+00, 2.679847238983545e-04, -4.271077297450040e-04
11059, 2.100618129810000e-01, 8.300067210450000e-02, 3.802956430084236e+05, -1.581295166700890e+00, 2.657267223426069e-04, -4.462848835074489e-04
11060, 2.106327622860000e-01, 8.201653479279999e-02, 3.700114575700283e+05, -1.603891018135176e+00, 2.563409165624212e-04, -4.523964118026597e-04
11061, 2.111835199830000e-01, 8.102105749749999e-02, 3.653771465890053e+05, -1.614073273507247e+00, 2.397671236389860e-04, -4.404110131107699e-04
11062, 2.117206535660000e-01, 8.001826541580000e-02, 3.694802275865817e+05, -1.605058207686094e+00, 2.155097783876410e-04, -4.036000901465087e-04
11063, 2.122551301930000e-01, 7.901417882780000e-02, 3.739624677619421e+05, -1.595210073995592e+00, 2.015082985044411e-04, -3.753670433955354e-04
11064, 2.127966077780000e-01, 7.801399187280000e-02, 3.767837718934297e+05, -1.589011258407531e+00, 2.018809473889721e-04, -3.713833300550809e-04
11065, 2.133414453030000e-01, 7.701577665930000e-02, 3.755921290616768e+05, -1.591629471055515e+00, 2.100734044293182e-04, -3.881222073844962e-04
11066, 2.138791781860000e-01, 7.601388330340000e-02, 3.673642677133077e+05, -1.609707279333413e+00, 2.162655745870166e-04, -4.114722942692544e-04
11067, 2.143993641920000e-01, 7.500295370660000e-02, 3.601411555231179e+05, -1.625577507551330e+00, 2.096536196999319e-04, -4.182489670830893e-04
11068, 2.148979955330000e-01, 7.398139131190000e-02, 3.580032082017718e+05, -1.630274888820546e+00, 1.959815644309892e-04, -4.103314247906979e-04
11069, 2.153791082200000e-01, 7.295163952250000e-02, 3.672830778250580e+05, -1.609885665328477e+00, 1.630816983670498e-04, -3.547831025113176e-04
11070, 2.158473184470000e-01, 7.191614590370000e-02, 3.824146422616319e+05, -1.576639417093721e+00, 1.276620314616464e-04, -2.853636042861581e-04
11071, 2.163071792030000e-01, 7.087711761720000e-02, 4.010365077362920e+05, -1.535724469749060e+00, 9.627117589753144e-05, -2.186690424543660e-04
11072, 2.167629102010000e-01, 6.983648321900000e-02, 4.192628517377128e+05, -1.495678540617062e+00, 7.285582905450737e-05, -1.663348095722159e-04
11073, 2.172186836460000e-01, 6.879609102100000e-02, 4.348583279193979e+05, -1.461413010793701e+00, 5.707439419784426e-05, -1.296883461308686e-04
11074, 2.176778751490000e-01, 6.775743722050000e-02, 4.476767897828918e+05, -1.433248985395812e+00, 4.781341305896570e-05, -1.080656028619669e-04
11075, 2.181375766200000e-01, 6.671925281080000e-02, 4.587233812638046e+05, -1.408978016979969e+00, 4.115088437928299e-05, -9.357686547534531e-05
11076, 2.185918962950000e-01, 6.567895858970001e-02, 4.687839641423300e+05, -1.386873452896870e+00, 3.496546372788168e-05, -8.122628918622654e-05
11077, 2.190351435520000e-01, 6.463416588760000e-02, 4.781857359449277e+05, -1.366216392583914e+00, 2.848359984894797e-05, -6.819948026063978e-05
